analyte_code,analyte_translation,analyte_desc,atomic_num,weight,preferred_unit,api_code,category,in_phase1_website,in_phase2_website,oxide_conv,website_analyte,category_two,website_order,website_order_pos2
DELTA_Hg201,δ201Hg,"equals: (ratio of mercury isotopes hg201/hg198 in the sample divided by ratio of hg201/hg198 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_hg201,metal_isotope,FALSE,FALSE,NULL,δ201Hg (‰),NULL,NULL,NULL
DELTA_Hg202,δ202Hg,"equals: (ratio of mercury isotopes hg202/hg198 in the sample divided by ratio of hg202/hg198 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_hg202,metal_isotope,FALSE,FALSE,NULL,δ202Hg (‰),NULL,NULL,NULL
DELTA_Li7,δ7Li,"equals: (ratio of lithium isotopes li7/li6 in the sample divided by ratio of li7/li6 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_li7,metal_isotope,FALSE,TRUE,NULL,δ7Li (‰),NULL,126,NULL
DELTA_Li7_CARB,δ7Li-carb,"equals: (ratio of lithium isotopes li7/li6 in the sample divided by ratio of li7/li6 of standard) minus 1, multiplied by 1000 in carbonate fraction",NULL,NULL,permil,delta_li7_carb,metal_isotope,FALSE,TRUE,NULL,δ7Li-carb (‰),NULL,127,NULL
DELTA_Mg25_CARB,δ25Mg-carb,"equals: (ratio of magnesium isotopes mg25/mg24 in the sample divided by ratio of mg25/mg24 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_mg25_carb,metal_isotope,FALSE,FALSE,NULL,δ25Mg-carb (‰),NULL,NULL,NULL
DELTA_Mg26_CARB,δ26Mg-carb,"equals: (ratio of magnesium isotopes mg26/mg24 in the sample divided by ratio of mg26/mg24 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_mg26_carb,metal_isotope,FALSE,TRUE,NULL,δ26Mg-carb (‰),NULL,128,NULL
DELTA_Mo97_Mo95,δ97/95Mo,"equals: (ratio of molybdenum isotopes mo97/mo95 in the sample divided by ratio of mo97/mo95 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_mo97_mo95,metal_isotope,FALSE,FALSE,NULL,δ97/95Mo (‰),NULL,NULL,NULL
DELTA_Mo98,δ98/95Mo,"equals: (ratio of molybdenum isotopes mo98/mo95 in the sample divided by ratio of mo98/mo95 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_mo98,metal_isotope,TRUE,TRUE,NULL,δ98Mo (‰),NULL,129,NULL
DELTA_Mo98_AUTH,δ98/95Mo-auth,"equals: (ratio of molybdenum isotopes mo98/mo95 in the sample divided by ratio of mo98/mo95 of standard) minus 1, multiplied by 1000 in authigenic Mo fraction",NULL,NULL,permil,delta_mo98_auth,metal_isotope,FALSE,TRUE,NULL,δ98Mo-auth (‰),NULL,130,NULL
DELTA_Mo98_CARB,δ98/95Mo-carb,"equals: (ratio of molybdenum isotopes mo98/mo95 in the sample divided by ratio of mo98/mo95 of standard) minus 1, multiplied by 1000 in carbonate fraction",NULL,NULL,permil,delta_mo98_carb,metal_isotope,FALSE,TRUE,NULL,δ98Mo-carb (‰),NULL,131,NULL
DELTA_N15,δ15N,"equals: (ratio of nitrogen isotopes n15/n14 in the sample divided by ratio of n15/n14 in the reference material) minus 1, multiplied by 1000",NULL,NULL,permil,delta_n15,nitrogen_phosphorous,TRUE,TRUE,NULL,δ15N (‰),NULL,106,NULL
DELTA_N15_KER,δ15N-ker,"equals: (ratio of nitrogen isotopes n15/n14 in the kerogen fraction divided by ratio of n15/n14 in the reference material) minus 1, multiplied by 1000",NULL,NULL,permil,delta_n15_ker,nitrogen_phosphorous,FALSE,TRUE,NULL,δ15N-ker (‰),NULL,107,NULL
DELTA_N15_SIL,δ15N-sil,"equals: (ratio of nitrogen isotopes n15/n14 in the silicate fraction divided by ratio of n15/n14 in the reference material) minus 1, multiplied by 1000",NULL,NULL,permil,delta_n15_sil,nitrogen_phosphorous,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
DELTA_O18_CARB,δ18O-carb,"equals: (ratio of oxygen isotopes o18/o16 in the carbonate sample divided by ratio of o18/o16 of the standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_o18_carb,carbonate_proxy,FALSE,TRUE,NULL,δ18O-carb (‰),NULL,34,NULL
DELTA_O18_FLUID,δ18Ofluid,Fluid d18O values calculated using the clumped isotope temperature ,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
DELTA_S33_PY,δ33S-py,"equals: (ratio of sulfur isotopes s33/s32 in the sample divided by ratio of s33/s32 in the reference material) minus 1, multiplied by 1000",NULL,NULL,permil,delta_s33_py,iron_sulfur,FALSE,FALSE,NULL,δ33S-py (‰),NULL,NULL,NULL
DELTA_S34,δ34S,"equals: (ratio of sulphur isotopes s34/s32 in the sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000",NULL,NULL,permil,delta_s34,iron_sulfur,TRUE,TRUE,NULL,δ34S-bulk (‰),NULL,15,NULL
DELTA_S34_AVS,δ34S-avs,"equals: (ratio of sulphur isotopes s34/s32 in the sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in acid-volatile sulfur fraction.",NULL,NULL,permil,delta_s34_avs,iron_sulfur,FALSE,FALSE,NULL,δ34S-avs (‰),NULL,NULL,NULL
DELTA_S34_CAS,δ34S-CAS,"equals: (ratio of sulphur isotopes s34/s32 in the sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in carbonate-associated sulfur fraction.",NULL,NULL,permil,delta_s34_cas,iron_sulfur,TRUE,TRUE,NULL,δ34S-cas (‰),NULL,12,NULL
DELTA_S34_GYP,δ34S-gypsum,"equals: (ratio of sulphur isotopes s34/s32 in the sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in gypsum fraction.",NULL,NULL,permil,delta_s34_gyp,iron_sulfur,TRUE,TRUE,NULL,δ34S-gyp (‰),NULL,13,NULL
DELTA_S34_METAL_ORG,δ34S-metal-organic,"equals: (ratio of sulphur isotopes s34/s32 in a de-calcified sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000. Sometimes reported as δ34S-py, but will include other metal sulfides and organic sulfur",NULL,NULL,permil,delta_s34_metal_org,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
DELTA_S34_OBS,δ34S-OBS,"equals: (ratio of sulphur isotopes s34/s32 in the organically-bound sulfur divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in organic-bound sulfur.",NULL,NULL,permil,delta_s34_obs,iron_sulfur,TRUE,TRUE,NULL,δ34S-obs (‰),NULL,14,NULL
DELTA_S34_PY,δ34S-py,"equals: (ratio of sulphur isotopes s34/s32 in the sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in pyrite fraction.",NULL,NULL,permil,delta_s34_py,iron_sulfur,TRUE,TRUE,NULL,δ34S-py (‰),NULL,11,NULL
DELTA_S36_PY,δ36S-py,"equals: (ratio of sulphur isotopes s34/s32 in sample divided by ratio of s34/s32 in reference material ) minus 1, multiplied by 1000 in pyrite fraction.",NULL,NULL,permil,delta_s36_py,iron_sulfur,FALSE,FALSE,NULL,δ36S-py (‰),NULL,NULL,NULL
DELTA_Se74_Se78,δ74/78Se,"equals: (ratio of selenium isotopes se74/se78 in the sample divided by ratio of se74/se78 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se74_se78,metal_isotope,FALSE,FALSE,NULL,δ74/78Se (‰),NULL,NULL,NULL
DELTA_Se76_Se78,δ76/78Se,"equals: (ratio of selenium isotopes se76/se78 in the sample divided by ratio of se76/se78 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se76_se78,metal_isotope,FALSE,FALSE,NULL,δ76/78Se (‰),NULL,NULL,NULL
DELTA_Se77_Se78,δ77/78Se,"equals: (ratio of selenium isotopes se77/se78 in the sample divided by ratio of se77/se78 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se77_se78,metal_isotope,FALSE,FALSE,NULL,δ77/78Se (‰),NULL,NULL,NULL
DELTA_Se82_Se76,δ82/76Se,"equals: (ratio of selenium isotopes se82/se76 in the sample divided by ratio of se82/se76 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se82_se76,metal_isotope,FALSE,FALSE,NULL,δ82/76Se (‰),NULL,NULL,NULL
DELTA_Se82_Se77,δ82/77Se,"equals: (ratio of selenium isotopes se82/se77 in the sample divided by ratio of se82/se77  of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se82_se77,metal_isotope,FALSE,FALSE,NULL,δ82/77Se (‰),NULL,NULL,NULL
DELTA_Se82_Se78,δ82/78Se,"equals: (ratio of selenium isotopes se82/se78 in the sample divided by ratio of se82/se78 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_se82_se78,metal_isotope,TRUE,TRUE,NULL,δ82/78Se (‰),NULL,132,NULL
DELTA_U234,δ234U,"equals: (ratio of uranium isotopes u234/u238 in the sample divided by ratio of u234/u238 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_u234,metal_isotope,FALSE,FALSE,NULL,δ234U (‰),NULL,NULL,NULL
DELTA_U234_CARB,δ234U-carb,"equals: (ratio of uranium isotopes u234/u238 in the sample divided by ratio of u234/u238 of standard) minus 1, multiplied by 1000  in carbonate fraction",NULL,NULL,permil,delta_u234_carb,metal_isotope,FALSE,FALSE,NULL,δ234U-carb (‰),NULL,NULL,NULL
DELTA_U238,δ238U,"equals: (ratio of uranium isotopes u238/u235 in the sample divided by ratio of u238/u235 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_u238,metal_isotope,TRUE,TRUE,NULL,δ238U (‰),NULL,133,NULL
DELTA_U238_AUTH,δ238U-auth,"equals: (ratio of uranium isotopes u238/u235 in the sample divided by ratio of u238/u235 of standard) minus 1, multiplied by 1000 in authigenic fraction",NULL,NULL,permil,delta_u238_auth,metal_isotope,FALSE,TRUE,NULL,δ238U-auth (‰),NULL,134,NULL
DELTA_U238_CARB,δ238U-carb,"equals: (ratio of uranium isotopes u238/u235 in the sample divided by ratio of u238/u235 of standard) minus 1, multiplied by 1000 in carbonate fraction",NULL,NULL,permil,delta_u238_carb,metal_isotope,FALSE,TRUE,NULL,δ238U-carb (‰),NULL,135,NULL
DELTA_V51,δ51V,"equals: (ratio of vanadium isotopes v51/v50 in the sample divided by ratio of v51/v50 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_v51,metal_isotope,FALSE,TRUE,NULL,δ51V (‰),NULL,136,NULL
DELTA_V51_AUTH,δ51V-auth,"equals: (ratio of vanadium isotopes v51/v50 in the sample divided by ratio of v51/v50 of standard) minus 1, multiplied by 1000 in authigenic fraction",NULL,NULL,permil,delta_v51_auth,metal_isotope,FALSE,TRUE,NULL,δ51V-auth (‰),NULL,137,NULL
DELTA_Zn66,δ66Zn,"equals: (ratio of zinc isotopes zn66/zn64 in the sample divided by ratio of zn66/zn64 of standard) minus 1, multiplied by 1000",NULL,NULL,permil,delta_zn66,metal_isotope,FALSE,TRUE,NULL,δ66Zn (‰),NULL,138,NULL
Dawsonite,Dawsonite,Dawsonite,NULL,NULL,wtpct,dawsonite,mineralogy_composition,FALSE,FALSE,NULL,Dawsonite (wt%),NULL,NULL,NULL
Db,Dubnium,Dubnium,105,262.114,N/A,db,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Detritals,Detritals,Detritals,NULL,NULL,wtpct,detritals,mineralogy_composition,FALSE,TRUE,NULL,Detritals (wt%),NULL,249,NULL
Diaspore,Diaspore,Diaspore,NULL,NULL,wtpct,diaspore,mineralogy_composition,FALSE,FALSE,NULL,Diaspore (wt%),NULL,NULL,NULL
Diopside,Diopside,Diopside,NULL,NULL,wtpct,diopside,mineralogy_composition,FALSE,FALSE,NULL,Diopside (wt%),NULL,NULL,NULL
Dolomite,Dolomite,Dolomite,NULL,NULL,wtpct,dolomite,mineralogy_composition,FALSE,TRUE,NULL,Dolomite (wt%),NULL,250,NULL
Dolomite_Iron_Dolomite,Dolomite_Iron_Dolomite,NULL,NULL,NULL,wtpct,dolomite_iron_dolomite,mineralogy_composition,FALSE,TRUE,NULL,Dolomite_Iron_Dolomite (wt%),NULL,251,NULL
Dolomite_Siderite,Dolomite_Siderite,NULL,NULL,NULL,wtpct,dolomite_siderite,mineralogy_composition,FALSE,TRUE,NULL,Dolomite_Siderite (wt%),NULL,252,NULL
Ds,Darmstadtium,Darmstadtium,110,269,N/A,ds,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Dy,Dysprosium,Dysprosium,66,162.5,ppm,dy,element,TRUE,TRUE,NULL,Dy (ppm),NULL,167,NULL
Dy-auth,Dy from authigenic fraction,Authigenic dysprosium after light leach on shale,NULL,NULL,ppm,dy_auth,authigenic_proxy,FALSE,FALSE,NULL,Dy-auth (ppm),NULL,NULL,NULL
Dy-carb,Dy from the carbonate fraction,"Dysprosium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,dy_carb,carbonate_proxy,FALSE,TRUE,NULL,Dy-carb (ppm),NULL,56,NULL
EOM,EOM,"extractable organic matter (aka Chloroform bitumen ""A""?)",NULL,NULL,mg/g,eom,carbon,FALSE,FALSE,NULL,EOM (mg/g),NULL,NULL,NULL
Enstatite,Enstatite,Enstatite,NULL,NULL,wtpct,enstatite,mineralogy_composition,FALSE,FALSE,NULL,Enstatite (wt%),NULL,NULL,NULL
Epidote,Epidote,Epidote,NULL,NULL,wtpct,epidote,mineralogy_composition,FALSE,FALSE,NULL,Epidote (wt%),NULL,NULL,NULL
Er,Erbium,Erbium,68,167.26,ppm,er,element,TRUE,TRUE,NULL,Er (ppm),NULL,168,NULL
Er-auth,Er from authigenic fraction,Authigenic erbium after light leach on shale,NULL,NULL,ppm,er_auth,authigenic_proxy,FALSE,FALSE,NULL,Er-auth (ppm),NULL,NULL,NULL
Er-carb,Er from the carbonate fraction,"Erbium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,er_carb,carbonate_proxy,FALSE,TRUE,NULL,Er-carb (ppm),NULL,57,NULL
Es,Einsteinium,Einsteinium,99,252.083,N/A,es,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Eu,Europium,Europium,63,151.965,ppm,eu,element,TRUE,TRUE,NULL,Eu (ppm),NULL,169,NULL
Eu-auth,Eu from authigenic fraction,Authigenic europium after light leach on shale,NULL,NULL,ppm,eu_auth,authigenic_proxy,FALSE,FALSE,NULL,Eu-auth (ppm),NULL,NULL,NULL
Eu-carb,Eu from the carbonate fraction,"Europium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,eu_carb,carbonate_proxy,FALSE,TRUE,NULL,Eu-carb (ppm),NULL,58,NULL
F,Fluorine,Fluorine,9,18.998,wtpct,f,element,FALSE,FALSE,NULL,F (wt%),NULL,NULL,NULL
F_KER,F kerogen,Nitrogen speciation fraction kerogen,NULL,NULL,none,f_ker,nitrogen_phosphorous,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
F_SIL,F silicate,Nitrogen speciation fraction silicate (see also F_KER),NULL,NULL,none,f_sil,nitrogen_phosphorous,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fayalite,Fayalite,Fayalite,NULL,NULL,wtpct,fayalite,mineralogy_composition,FALSE,FALSE,NULL,Fayalite (wt%),NULL,NULL,NULL
Fe,Total iron,Total iron,26,55.847,wtpct,fe,iron_sulfur,TRUE,TRUE,NULL,Fe (wt%),element,5,170
Fe-AVS,AVS-associated iron,Iron associated with acid-volatile sulfide,26,55.847,wtpct,fe_avs,iron_sulfur,FALSE,TRUE,NULL,Fe-AVS (wt%),NULL,9,NULL
Fe-Chlorite,Fe-Chlorite,Fe-Chlorite,NULL,NULL,wtpct,fe-chlorite,mineralogy_composition,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe-HCl,Iron extracted by method HCl_1min_boil,"Iron extracted after boiling for 1min in 12M HCl, method of Berner, 1970",26,55.847,wtpct,fe_hcl,iron_sulfur,FALSE,TRUE,NULL,Fe-HCl (wt%),NULL,10,NULL
Fe-SIL,Fe from silicate-phase minerals by XRD/SEM,"Fe from silicate-bearing minerals. For example, from Paiste et al. 2018: We defined the silicate iron (FeSIL) pool as the sum of Fe in phyllosilicates (K-mica, Fe/Mg-mica and chlorite), the only Fe-carrying silicate phases identified in our samples.",NULL,NULL,wtpct,fe_sil,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe-auth,Fe from authigenic fraction,Authigenic iron after light leach on shale,NULL,NULL,wtpct,fe _auth,authigenic_proxy,FALSE,FALSE,NULL,Fe-auth (wt%),NULL,NULL,NULL
Fe-carb,Fe from the carbonate fraction,"Iron extracted from the carbonate fraction, after acidification in a weak acid (NOT iron from sequential extraction)",NULL,NULL,wtpct,fe_carb,carbonate_proxy,FALSE,TRUE,NULL,Fe-carb (wt%),NULL,59,NULL
Fe-carb(seq),Carbonate-associated iron,"Carbonate-associated iron (e.g. iron in siderite, iron in ankerite), extracted as the first step in a sequential extraction (method SeqA)",26,55.847,wtpct,fe_carb_seq,iron_sulfur,TRUE,TRUE,NULL,Fe-carb(seq) (wt%) ,NULL,1,NULL
Fe-carb-XRD,Fe from carbonate minerals by XRD/SEM,"Fe from iron-rich dolomite to ankerite solid-solution phase and siderite, determined by XRD/SEM.",NULL,NULL,wtpct,fe_carb_xrd,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe-dith,Iron extracted by sodium dithionite solution,"Iron extracted by sodium dithionite solution, not in sequential extraction",26,55.847,wtpct,fe_dith,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe-mag(seq),Magnetite iron,"Iron from magnetite, extracted as the third step in a sequential extraction (method SeqC)",26,55.847,wtpct,fe_mag_seq,iron_sulfur,TRUE,TRUE,NULL,Fe-mag(seq) (wt%),NULL,3,NULL
Fe-ox(seq),Iron-oxide iron,"Iron from iron oxides (e.g. ferrihydrite,  lepidocrocite, goethite, akaganeite, hematite), extracted as the second step in a sequential extraction (method SeqB)",26,55.847,wtpct,fe_ox_seq,iron_sulfur,TRUE,TRUE,NULL,Fe-ox(seq) (wt%),NULL,2,NULL
Fe-py,Pyrite iron,Pyrite iron,26,55.847,wtpct,fe_py,iron_sulfur,TRUE,TRUE,NULL,Fe-py (wt%),NULL,4,NULL
Fe-py-XRD,Fe from pyrite by XRD/SEM,"Fe from iron-rich dolomite to ankerite solid-solution phase and siderite, determined by XRD/SEM.",NULL,NULL,wtpct,fe_py_xrd,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe-rich chlorite+serpentine,Fe-rich chlorite+serpentine,XRD Fe-rich chlorite+serpentine,NULL,NULL,wtpct,fe_rich_chlor_serp,mineralogy_composition,FALSE,FALSE,NULL,Fe-rich chlorite+serpentine (wt%),NULL,NULL,NULL
Fe/Mg-mica,Fe/Mg-mica,"Fe/Mg-mica	",NULL,NULL,wtpct,fe_mg_mica,mineralogy_composition,FALSE,TRUE,NULL,Fe/Mg-mica (wt%),NULL,253,NULL
Fe2O3,Iron oxide,Iron oxide,NULL,159.69,wtpct,fe,iron_sulfur,TRUE,TRUE,0.699433,Fe (wt%),element,5,170
FeO,Iron oxide as FeO,Iron oxide as FeO,NULL,NULL,wtpct,fe,iron_sulfur,TRUE,TRUE,0.777311,Fe (wt%),element,5,170
FeS2,FeS2,Pyrite (from CRS),NULL,NULL,wtpct,fes2,iron_sulfur,FALSE,FALSE,NULL,FeS2 (wt%),NULL,NULL,NULL
Fe_HClB,Fe_HClB,Iron extracted by cold HCl,NULL,NULL,wtpct,fe_hclb,iron_sulfur,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fe_KER,Fe from kerogen extraction,Iron from kerogen extraction,NULL,NULL,wtpct,fe_ker,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Feldspar,Feldspar,Feldspar,NULL,NULL,wtpct,feldspar,mineralogy_composition,FALSE,TRUE,NULL,Feldspar (wt%),NULL,254,NULL
Fluorapatite,Fluorapatite,Fluorapatite,NULL,NULL,wtpct,fluorapatite,mineralogy_composition,FALSE,TRUE,NULL,Fluorapatite (wt%),NULL,255,NULL
Fm,Fermium,Fermium,100,257.095,N/A,fm,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Fr,Francium,Francium,87,223.02,N/A,fr,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Ga,Gallium,Gallium,31,69.723,ppm,ga,element,TRUE,TRUE,NULL,Ga (ppm),NULL,171,NULL
Ga-carb,Ga from the carbonate fraction,"Gallium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ga_carb,carbonate_proxy,FALSE,TRUE,NULL,Ga-carb (ppm),NULL,60,NULL
Gammacerane/C30 hop (ab),Gammacerane/C30 hop (ab),Biomarker,NULL,NULL,NULL,NULL,biomarker,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Gd,Gadolinium,Gadolinium,64,157.25,ppm,gd,element,TRUE,TRUE,NULL,Gd (ppm),NULL,172,NULL
Gd-auth,Gd from authigenic fraction,Authigenic gadolinium after light leach on shale,NULL,NULL,ppm,gd_auth,authigenic_proxy,FALSE,FALSE,NULL,Gd-auth (ppm),NULL,NULL,NULL
Gd-carb,Gd from the carbonate fraction,"Gadolinium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,gd_carb,carbonate_proxy,FALSE,TRUE,NULL,Gd-carb (ppm),NULL,61,NULL
Ge,Germanium,Germanium,32,72.61,ppm,ge,element,TRUE,TRUE,NULL,Ge (ppm),NULL,173,NULL
Ge-carb,Ge from the carbonate fraction,"Germanium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ge_carb,carbonate_proxy,FALSE,TRUE,NULL,Ge-carb (ppm),NULL,62,NULL
Glauberite,Glauberite,Glauberite,NULL,NULL,wtpct,glauberite,mineralogy_composition,FALSE,FALSE,NULL,Glauberite (wt%),NULL,NULL,NULL
Glauconite,Glauconite,Glauconite,NULL,NULL,wtpct,glauconite,mineralogy_composition,FALSE,TRUE,NULL,Glauconite (wt%),NULL,256,NULL
Goethite,Goethite,Goethite,NULL,NULL,wtpct,goethite,mineralogy_composition,FALSE,FALSE,NULL,Goethite (wt%),NULL,NULL,NULL
Graphite,Graphite,Graphite,NULL,NULL,wtpct,graphite,mineralogy_composition,FALSE,FALSE,NULL,Graphite (wt%),NULL,NULL,NULL
Gypsum,Gypsum,Gypsum,NULL,NULL,wtpct,gypsum,mineralogy_composition,FALSE,TRUE,NULL,Gypsum (wt%),NULL,257,NULL
H,Hydrogen,Hydrogen,1,1.008,wtpct,h,element,FALSE,FALSE,NULL,H (wt%),NULL,NULL,NULL
H2O_m,H2O_m,"Concentration of moisture or nonessential water reported as percent H2O-, defined as the amount of water lost from the sample after heating to 110 deg. C",NULL,NULL,wtpct,h2o_m,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
H2O_p,H2O_p,"Concentration of bound or essential water reported as percent H2O+, defined as the amount of water remaining in the sample after determination of H2O-",NULL,NULL,wtpct,h2o_p,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
H2O_t,H2O_t,Concentration of water (both essential and nonessential) reported percent H2O.,NULL,NULL,wtpct,h2o_t,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
HREE,Heavy REE,Heavy rare earth elements,NULL,NULL,ppm,hree,element,FALSE,TRUE,NULL,HREE (ppm),NULL,228,NULL
HREE-carb,HREE-carb,"Heavy rare earth elements extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,hree_carb,carbonate_proxy,FALSE,TRUE,NULL,HREE-carb (ppm),NULL,103,NULL
H_KER,H from kerogen extraction,NULL,NULL,NULL,wtpct,h_ker,NULL,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Halite,Halite,Halite,NULL,NULL,wtpct,halite,mineralogy_composition,FALSE,TRUE,NULL,Halite (wt%),NULL,258,NULL
He,Helium,Helium,2,4.003,N/A,he,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Hedenbergite,Hedenbergite,Hedenbergite,NULL,NULL,wtpct,hedenbergite,mineralogy_composition,FALSE,FALSE,NULL,Hedenbergite (wt%),NULL,NULL,NULL
Hematite,Hematite,Hematite,NULL,NULL,wtpct,hematite,mineralogy_composition,FALSE,TRUE,NULL,Hematite (wt%),NULL,259,NULL
Heulandite,Heulandite,Heulandite,NULL,NULL,wtpct,heulandite,mineralogy_composition,FALSE,FALSE,NULL,Heulandite (wt%),NULL,NULL,NULL
Hexahydrite,Hexahydrite,Hexahydrite,NULL,NULL,wtpct,hexahydrite,mineralogy_composition,FALSE,FALSE,NULL,Hexahydrite (wt%),NULL,NULL,NULL
Hf,Hafnium,Hafnium,72,178.49,ppm,hf,element,TRUE,TRUE,NULL,Hf (ppm),NULL,174,NULL
Hf-auth,Hf from authigenic fraction,Authigenic hafnium after light leach on shale,NULL,NULL,ppm,hf_auth,authigenic_proxy,FALSE,FALSE,NULL,Hf-auth (ppm),NULL,NULL,NULL
Hf-carb,Hf from the carbonate fraction,"Hafnium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,hf_carb,carbonate_proxy,FALSE,TRUE,NULL,Hf-carb (ppm),NULL,63,NULL
Hg,Mercury,Mercury,80,200.59,ppm,hg,element,TRUE,TRUE,NULL,Hg (ppm),NULL,175,NULL
Ho,Holmium,Holmium,67,164.93,ppm,ho,element,TRUE,TRUE,NULL,Ho (ppm),NULL,176,NULL
Ho-auth,Ho from authigenic fraction,Authigenic holmium after light leach on shale,NULL,NULL,ppm,ho_auth,authigenic_proxy,FALSE,FALSE,NULL,Ho-auth (ppm),NULL,NULL,NULL
Ho-carb,Ho from the carbonate fraction,"Holmium extracted from the carbonate fraction, after acidification in a weak acid",NULL,NULL,ppm,ho_carb,carbonate_proxy,FALSE,TRUE,NULL,Ho-carb (ppm),NULL,64,NULL
Holmquistite,Holmquistite,Holmquistite,NULL,NULL,wtpct,holmquistite,mineralogy_composition,FALSE,FALSE,NULL,Holmquistite (wt%),NULL,NULL,NULL
Hs,Hassium,Hassium,108,265,N/A,hs,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
Hydroxylapatite,Hydroxylapatite,Hydroxylapatite,NULL,NULL,wtpct,hydroxylapatite,mineralogy_composition,FALSE,TRUE,NULL,Hydroxylapatite (wt%),NULL,260,NULL
I,Iodine,Iodine,53,126.904,ppm,i,element,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
I/Ca,I/Ca,Iodine to calcium ratio,NULL,NULL,µmol/mol,ica_ratio,carbonate_proxy,FALSE,TRUE,NULL,I/Ca,NULL,39,NULL
I/[Ca+Mg],I/[Ca+Mg],Iodine to calcium and magnesium ratio,NULL,NULL,µmol/mol,icamg_ratio,carbonate_proxy,FALSE,TRUE,NULL,I/[Ca+Mg],NULL,40,NULL
Illite,Illite,Illite,NULL,NULL,wtpct,illite,mineralogy_composition,FALSE,TRUE,NULL,Illite (wt%),NULL,261,NULL
Illite comp 1,Illite comp 1,Illite comp 1 sensu Anderson+2018. Differentiated from comp2 by consistently offset 060 reflections. Comp1 likely containing a higher proportion of iron.,NULL,NULL,wtpct,illite_comp1,mineralogy_composition,FALSE,FALSE,NULL,Illite Comp 1 (wt%),NULL,NULL,NULL
